Subject Number,Trial Number,Trial Type,Elevation,Corner(Bottom Left) Position X,Corner(Bottom Left) Positio Y,Corner(Bottom Left) Position Z,Corner(Bottom Right) Position X,Corner(Bottom Right) Positio Y,Corner(Bottom Right) Position Z,Corner(Top Right) Position X,Corner(Top Right) Positio Y,Corner(Top Right) Position Z,Corner(Top Left) Position X,Corner(Top Left) Positio Y,Corner(Top Left) Position Z,Gap Size,My thoughts are,My body feels,I am feeling,Mental effort
PDT07,2,ST,High,-2.694,0.101,0.086,-2.732,0.103,-0.345,2.484,0.065,-0.796,2.512,0.060,-0.357,0,2,2,1,10
Elapsed Time,Elevator Height,HeadSet Position X,HeadSet Position Y,HeadSet Position Z,HeadSet Rotation X,HeadSet Rotation Y,HeadSet Rotation Z,LeftHand Position X,LeftHand Position Y,LeftHand Position Z,LeftHand Rotation X,LeftHand Rotation Y,LeftHand Rotation Z,RightHand Position X,RightHand Position Y,RightHand Position Z,RightHand Rotation X,RightHand Rotation Y,RightHand Rotation Z,rightFoot Position X,rightFoot Position Y,rightFoot Position Z,rightFoot Rotation X,rightFoot Rotation Y,rightFoot Rotation Z,leftFoot Position X,leftFoot Position Y,leftFoot Position Z,leftFoot Rotation X,leftFoot Rotation Y,leftFoot Rotation Z,FrontLumbar Position X,FrontLumbar Position Y,FrontLumbar Position Z,FrontLumbar Rotation X,FrontLumbar Rotation Y,FrontLumbar Rotation Z,BackLumbar Position X,BackLumbar Position Y,BackLumbar Position Z,BackLumbar Rotation X,BackLumbar Rotation Y,BackLumbar Rotation Z,Eye_Left Position X,Eye_Left Position Y,Eye_Left Position Z,Eye_Left Rotation X,Eye_Left Rotation Y,Eye_Left Rotation Z,Eye_Right Position X,Eye_Right Position Y,Eye_Right Position Z,Eye_Right Rotation X,Eye_Right Rotation Y,Eye_Right Rotation Z,Eye_Left Target Name,Eye_Left Distance,Eye_Left Point X,Eye_Left Point Y,Eye_Left Point Z,Eye_Right Target Name,Eye_Right Distance,Eye_Right Point X,Eye_Right Point Y,Eye_Right Point Z,Gap Size
0.033,15.000,-1.698,16.565,-0.205,351.833,81.848,0.408,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.861,15.258,-0.364,2.090,189.602,172.656,-1.807,15.258,-0.035,4.465,9.931,174.469,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.626,16.584,-0.160,354.403,105.482,359.823,-1.617,16.584,-0.228,354.403,105.482,359.823,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.034,15.000,-1.698,16.565,-0.205,351.833,81.848,0.408,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.813,15.269,-0.355,2.067,189.549,172.590,-1.774,15.252,-0.044,4.495,9.896,174.530,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.626,16.584,-0.160,354.403,105.482,359.823,-1.617,16.584,-0.228,354.403,105.482,359.823,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.034,15.000,-1.698,16.565,-0.205,351.833,81.848,0.408,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.766,15.280,-0.346,2.043,189.496,172.524,-1.740,15.247,-0.053,4.524,9.861,174.591,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.626,16.584,-0.160,354.403,105.482,359.823,-1.617,16.584,-0.228,354.403,105.482,359.823,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.067,15.000,-1.698,16.564,-0.207,352.236,83.242,0.156,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.862,15.258,-0.364,2.058,189.735,172.440,-1.806,15.258,-0.035,4.483,10.087,174.340,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.626,16.583,-0.164,355.428,108.608,359.947,-1.618,16.583,-0.232,355.428,108.608,359.947,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.067,15.000,-1.698,16.564,-0.207,352.236,83.242,0.156,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.814,15.269,-0.355,2.034,189.682,172.374,-1.773,15.252,-0.044,4.512,10.053,174.401,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.626,16.583,-0.164,355.428,108.608,359.947,-1.618,16.583,-0.232,355.428,108.608,359.947,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.067,15.000,-1.698,16.564,-0.207,352.236,83.242,0.156,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.766,15.280,-0.346,2.011,189.630,172.308,-1.740,15.246,-0.053,4.541,10.018,174.462,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.626,16.583,-0.164,355.428,108.608,359.947,-1.618,16.583,-0.232,355.428,108.608,359.947,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.099,15.000,-1.699,16.563,-0.209,352.635,84.462,359.884,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.862,15.258,-0.364,2.046,189.919,172.234,-1.806,15.258,-0.035,4.475,10.252,174.207,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.625,16.582,-0.167,354.854,110.063,359.929,-1.618,16.582,-0.236,354.854,110.063,359.929,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.100,15.000,-1.699,16.563,-0.209,352.635,84.462,359.884,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.815,15.269,-0.355,2.023,189.866,172.168,-1.773,15.252,-0.044,4.504,10.217,174.268,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.625,16.582,-0.167,354.854,110.063,359.929,-1.618,16.582,-0.236,354.854,110.063,359.929,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.100,15.000,-1.699,16.563,-0.209,352.635,84.462,359.884,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.767,15.280,-0.346,2.000,189.814,172.102,-1.740,15.246,-0.053,4.533,10.182,174.330,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.625,16.582,-0.167,354.854,110.063,359.929,-1.618,16.582,-0.236,354.854,110.063,359.929,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.133,15.000,-1.699,16.563,-0.211,352.933,85.787,359.738,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.863,15.258,-0.364,2.031,189.996,172.086,-1.806,15.258,-0.035,4.456,10.403,174.032,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.624,16.581,-0.171,354.962,108.681,359.983,-1.619,16.580,-0.240,354.962,108.681,359.983,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.133,15.000,-1.699,16.563,-0.211,352.933,85.787,359.738,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.815,15.269,-0.355,2.008,189.943,172.020,-1.773,15.252,-0.044,4.485,10.369,174.093,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.624,16.581,-0.171,354.962,108.681,359.983,-1.619,16.580,-0.240,354.962,108.681,359.983,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.133,15.000,-1.699,16.563,-0.211,352.933,85.787,359.738,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.768,15.279,-0.346,1.985,189.891,171.954,-1.740,15.246,-0.053,4.514,10.334,174.154,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.624,16.581,-0.171,354.962,108.681,359.983,-1.619,16.580,-0.240,354.962,108.681,359.983,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.166,15.000,-1.699,16.562,-0.213,353.048,86.967,359.826,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.863,15.258,-0.364,2.019,189.976,171.984,-1.806,15.257,-0.035,4.470,10.556,173.831,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.624,16.580,-0.174,354.477,107.361,0.123,-1.620,16.580,-0.243,354.477,107.361,0.123,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.166,15.000,-1.699,16.562,-0.213,353.048,86.967,359.826,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.815,15.268,-0.355,1.996,189.924,171.919,-1.773,15.251,-0.044,4.499,10.521,173.892,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.624,16.580,-0.174,354.477,107.361,0.123,-1.620,16.580,-0.243,354.477,107.361,0.123,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.166,15.000,-1.699,16.562,-0.213,353.048,86.967,359.826,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.768,15.279,-0.346,1.973,189.872,171.853,-1.740,15.246,-0.053,4.528,10.487,173.953,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.624,16.580,-0.174,354.477,107.361,0.123,-1.620,16.580,-0.243,354.477,107.361,0.123,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.199,15.000,-1.700,16.562,-0.215,353.152,88.266,359.881,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.863,15.258,-0.364,2.037,189.970,171.902,-1.805,15.258,-0.035,4.469,10.678,173.658,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.623,16.580,-0.178,354.525,108.124,0.086,-1.621,16.580,-0.247,354.524,108.124,0.086,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.199,15.000,-1.700,16.562,-0.215,353.152,88.266,359.881,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.816,15.268,-0.355,2.014,189.918,171.837,-1.772,15.252,-0.044,4.498,10.643,173.719,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.623,16.580,-0.178,354.525,108.124,0.086,-1.621,16.580,-0.247,354.524,108.124,0.086,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.200,15.000,-1.700,16.562,-0.215,353.152,88.266,359.881,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.768,15.279,-0.346,1.991,189.866,171.771,-1.739,15.246,-0.053,4.526,10.609,173.780,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.623,16.580,-0.178,354.525,108.124,0.086,-1.621,16.580,-0.247,354.524,108.124,0.086,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.233,15.000,-1.700,16.562,-0.217,353.151,89.785,359.742,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.863,15.258,-0.364,2.029,189.959,171.790,-1.805,15.257,-0.035,4.471,10.867,173.315,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.623,16.580,-0.183,354.537,107.230,359.867,-1.622,16.580,-0.251,354.537,107.230,359.867,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.233,15.000,-1.700,16.562,-0.217,353.151,89.785,359.742,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.816,15.268,-0.355,2.006,189.907,171.725,-1.772,15.251,-0.044,4.499,10.832,173.376,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.623,16.580,-0.183,354.537,107.230,359.867,-1.622,16.580,-0.251,354.537,107.230,359.867,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.233,15.000,-1.700,16.562,-0.217,353.151,89.785,359.742,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.768,15.279,-0.346,1.983,189.855,171.659,-1.739,15.246,-0.053,4.527,10.798,173.437,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.623,16.580,-0.183,354.537,107.230,359.867,-1.622,16.580,-0.251,354.537,107.230,359.867,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.266,15.000,-1.700,16.562,-0.220,353.171,91.348,359.556,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.863,15.257,-0.364,2.040,190.026,171.724,-1.804,15.257,-0.035,4.440,11.035,172.847,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.622,16.580,-0.187,354.467,108.026,359.828,-1.624,16.580,-0.256,354.467,108.026,359.828,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.266,15.000,-1.700,16.562,-0.220,353.171,91.348,359.556,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.816,15.268,-0.355,2.017,189.974,171.659,-1.771,15.251,-0.044,4.468,11.001,172.908,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.622,16.580,-0.187,354.467,108.026,359.828,-1.624,16.580,-0.256,354.467,108.026,359.828,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.266,15.000,-1.700,16.562,-0.220,353.171,91.348,359.556,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.768,15.279,-0.346,1.994,189.921,171.594,-1.738,15.245,-0.053,4.496,10.966,172.969,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.622,16.580,-0.187,354.467,108.026,359.828,-1.624,16.580,-0.256,354.467,108.026,359.828,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.300,15.000,-1.701,16.563,-0.222,353.253,92.963,359.400,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.864,15.257,-0.364,2.065,190.048,171.614,-1.803,15.257,-0.035,4.439,11.201,172.328,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.622,16.580,-0.192,353.249,118.166,359.894,-1.625,16.580,-0.261,353.249,118.166,359.894,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.300,15.000,-1.701,16.563,-0.222,353.253,92.963,359.400,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.816,15.268,-0.355,2.042,189.996,171.549,-1.770,15.251,-0.044,4.467,11.167,172.389,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.622,16.580,-0.192,353.249,118.166,359.894,-1.625,16.580,-0.261,353.249,118.166,359.894,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.300,15.000,-1.701,16.563,-0.222,353.253,92.963,359.400,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.769,15.279,-0.346,2.019,189.944,171.484,-1.737,15.246,-0.053,4.495,11.132,172.450,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.622,16.580,-0.192,353.249,118.166,359.894,-1.625,16.580,-0.261,353.249,118.166,359.894,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.333,15.000,-1.701,16.562,-0.225,353.261,94.738,359.280,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.864,15.257,-0.364,2.085,190.177,171.484,-1.803,15.257,-0.036,4.465,11.466,172.194,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.621,16.580,-0.197,353.686,125.596,359.902,-1.627,16.579,-0.266,353.686,125.596,359.902,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.333,15.000,-1.701,16.562,-0.225,353.261,94.738,359.280,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.817,15.268,-0.355,2.062,190.125,171.419,-1.770,15.251,-0.045,4.492,11.432,172.255,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.621,16.580,-0.197,353.686,125.596,359.902,-1.627,16.579,-0.266,353.686,125.596,359.902,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.333,15.000,-1.701,16.562,-0.225,353.261,94.738,359.280,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.769,15.279,-0.346,2.039,190.073,171.354,-1.737,15.245,-0.054,4.519,11.398,172.316,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.621,16.580,-0.197,353.686,125.596,359.902,-1.627,16.579,-0.266,353.686,125.596,359.902,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.366,15.000,-1.701,16.562,-0.228,353.259,96.561,359.272,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.864,15.257,-0.364,2.070,190.279,171.347,-1.804,15.257,-0.036,4.421,11.515,172.435,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.621,16.580,-0.202,353.615,126.622,359.992,-1.628,16.579,-0.271,353.615,126.622,359.992,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.366,15.000,-1.701,16.562,-0.228,353.259,96.561,359.272,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.817,15.268,-0.355,2.048,190.227,171.281,-1.771,15.251,-0.045,4.448,11.480,172.496,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.621,16.580,-0.202,353.615,126.622,359.992,-1.628,16.579,-0.271,353.615,126.622,359.992,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.366,15.000,-1.701,16.562,-0.228,353.259,96.561,359.272,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.769,15.279,-0.346,2.025,190.175,171.216,-1.738,15.246,-0.054,4.475,11.446,172.557,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.621,16.580,-0.202,353.615,126.622,359.992,-1.628,16.579,-0.271,353.615,126.622,359.992,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.399,15.000,-1.702,16.562,-0.229,353.379,97.797,359.250,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.865,15.257,-0.364,2.060,190.437,171.224,-1.803,15.257,-0.036,4.452,11.798,172.562,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.620,16.580,-0.206,353.810,126.954,0.040,-1.629,16.579,-0.274,353.810,126.954,0.040,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.399,15.000,-1.702,16.562,-0.229,353.379,97.797,359.250,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.817,15.268,-0.355,2.038,190.386,171.159,-1.770,15.251,-0.045,4.479,11.764,172.623,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.620,16.580,-0.206,353.810,126.954,0.040,-1.629,16.579,-0.274,353.810,126.954,0.040,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.400,15.000,-1.702,16.562,-0.229,353.379,97.797,359.250,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.769,15.279,-0.346,2.016,190.334,171.094,-1.737,15.246,-0.054,4.506,11.730,172.684,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.620,16.580,-0.206,353.810,126.954,0.040,-1.629,16.579,-0.274,353.810,126.954,0.040,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.432,15.000,-1.702,16.562,-0.232,353.441,99.556,359.083,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.865,15.257,-0.364,2.072,190.513,171.080,-1.804,15.257,-0.035,4.429,11.925,172.562,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.620,16.580,-0.211,353.681,126.310,359.879,-1.631,16.579,-0.279,353.681,126.310,359.879,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.433,15.000,-1.702,16.562,-0.232,353.441,99.556,359.083,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.817,15.268,-0.355,2.050,190.461,171.015,-1.771,15.251,-0.044,4.456,11.891,172.623,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.620,16.580,-0.211,353.681,126.310,359.879,-1.631,16.579,-0.279,353.681,126.310,359.879,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.433,15.000,-1.702,16.562,-0.232,353.441,99.556,359.083,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.770,15.279,-0.346,2.028,190.409,170.950,-1.738,15.246,-0.053,4.482,11.857,172.684,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.620,16.580,-0.211,353.681,126.310,359.879,-1.631,16.579,-0.279,353.681,126.310,359.879,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.455,15.000,-1.702,16.562,-0.233,353.449,100.715,358.953,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.865,15.257,-0.364,2.055,190.564,170.950,-1.803,15.257,-0.036,4.454,12.019,172.507,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.620,16.580,-0.214,353.210,124.252,359.884,-1.632,16.579,-0.282,353.210,124.252,359.884,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.455,15.000,-1.702,16.562,-0.233,353.449,100.715,358.953,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.818,15.268,-0.355,2.032,190.512,170.885,-1.770,15.251,-0.045,4.480,11.985,172.568,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.620,16.580,-0.214,353.210,124.252,359.884,-1.632,16.579,-0.282,353.210,124.252,359.884,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.477,15.000,-1.702,16.562,-0.235,353.444,101.856,358.853,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.866,15.257,-0.364,2.048,190.745,170.791,-1.803,15.257,-0.036,4.444,12.060,172.413,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.619,16.580,-0.217,353.419,124.482,359.906,-1.633,16.579,-0.285,353.419,124.482,359.906,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.477,15.000,-1.702,16.562,-0.235,353.444,101.856,358.853,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.818,15.268,-0.355,2.026,190.693,170.726,-1.770,15.251,-0.044,4.470,12.025,172.474,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.619,16.580,-0.217,353.419,124.482,359.906,-1.633,16.579,-0.285,353.419,124.482,359.906,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.504,15.000,-1.702,16.563,-0.236,353.411,102.951,358.742,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.866,15.257,-0.364,2.038,190.863,170.664,-1.803,15.257,-0.035,4.432,12.093,172.315,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.619,16.581,-0.220,353.293,124.149,359.885,-1.634,16.579,-0.288,353.293,124.149,359.885,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.505,15.000,-1.702,16.563,-0.236,353.411,102.951,358.742,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.818,15.268,-0.354,2.017,190.811,170.600,-1.770,15.251,-0.044,4.458,12.059,172.376,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.619,16.581,-0.220,353.293,124.149,359.885,-1.634,16.579,-0.288,353.293,124.149,359.885,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
0.518,15.000,-1.702,16.563,-0.238,353.409,104.112,358.579,-0.642,15.107,1.215,346.703,98.495,0.268,1.609,16.072,-0.144,334.756,127.990,16.055,-1.866,15.257,-0.364,1.999,191.020,170.564,-1.802,15.257,-0.036,4.420,12.083,172.226,0.000,15.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,-1.619,16.581,-0.224,353.538,124.527,359.846,-1.636,16.579,-0.291,353.538,124.527,359.846,NOTHING,0,0.000,0.000,0.000,NOTHING,0,0.000,0.000,0.000,0.00
